अफ़्रीका	Afrika
इण्टरनेट ऍक्सप्लोरर	Internet Explorer
सिगार	Sigar
सिगरेट	Sigarett
गणेश	Ganesha
मिज़ूरी	Missouri
जॉर्ज साइमन ओम	Georg Simon Ohm
लुईज़ियाना	Louisiana
नागालैण्ड	Nagaland
केन्टकी	Kentucky
आर्कन्सा	Arkansas
उर्दू भाषा	Urdu
ओक्लाहोमा	Oklahoma
डैन्यूब नदी	Donau
मो फरहा	Mohammed Farah
उत्तरी सागर	Nordsjøen
काइल	Kiel
पॉट्सडैम	Potsdam
हनोवर	Hannover
डसेलडॉर्फ़	Düsseldorf
मैन्ज़	Mainz
विसबैडेन	Wiesbaden
सारब्रुकेन	Saarbrücken
म्यूनिख	München
समारा ओब्लास्त	Samara oblast
अरफ़र्ट	Erfurt
ड्रेसडेन	Dresden
मागदेबुर्ग	Magdeburg
वालीबॉल	Volleyball
वियना	Wien
मैडोना (मनोरंजनकर्ता)	Madonna (artist)
कोपनहेगन	København
स्टॉकहोम	Stockholm
हेलसिंकी	Helsingfors
मूरमान्स्क ओब्लास्त	Murmansk oblast
डबलिन	Dublin
मूरमान्स्क	Murmansk
रेक्जाविक	Reykjavík
ताल्लिन	Tallinn
रीगा	Riga
ज़ांज़ीबार	Zanzibar
लुईस आर्मस्ट्रांग	Louis Armstrong
बुडापेस्ट	Budapest
फ़्रैंकफ़र्ट	Frankfurt am Main
कोच्चि	Kochi (India)
लाञ्थनम	Lantan
प्रोमेथियम	Promethium
खगोलीय इकाई	Astronomisk enhet
सैमरियम	Samarium
आचे	Aceh
ग्याडोलिनियम	Gadolinium
ज़िनेदिन जिदेन	Zinedine Zidane
टर्बियम	Terbium
कैथोलिक धर्म	Katolisisme
डिस्प्रोसियम	Dysprosium
बाइबिल	Bibelen
होल्मियम	Holmium
अर्बियम	Erbium
नामपेन्ह	Phnom Penh
थुलियम	Thulium
हो ची मिन्ह शहर	Ho Chi Minh-byen
यिट्टरबियम	Ytterbium
लुटेटियम	Lutetium
हनोई	Hanoi
अंग्रेज़ी भाषा	Engelsk
बैंकॉक	Bangkok
कुआ लालम्पुर	Kuala Lumpur
ताइपे	Taipei
आरख़ान्गेल्स्क ओब्लास्त	Arkhangelsk oblast
क्यूरियम	Curium
कॉन्सेप्सिओन	Concepción
बर्केलियम	Berkelium
राजनय	Diplomati
आइंस्टीनियम	Einsteinium
पेत्रोज़ावोद्स्क	Petrozavodsk
फर्मीयम	Fermium
मेण्डेलीवियम	Mendelevium
कीव	Kiev
नोबेलियम	Nobelium
ओण्टारियो	Ontario
लॉरेंशियम	Lawrencium
कारेलिया गणतंत्र	Karelia
ओटावा	Ottawa
शुक्र का वायुमंडल	Venus' atmosfære
बृहस्पति के प्राकृतिक उपग्रह	Jupiters måner
जुबा	Juba
मानिटोबा	Manitoba
अल्बर्टा	Alberta
येरवान	Jerevan
कोंस्कोवोला	Końskowola
दार अस सलाम	Dar-es-Salaam
खार्तूम	Khartoum
फ़ॉर्मूला वन	Formel 1
शनि के प्राकृतिक उपग्रह	Saturns måner
ब्रिटिश कोलम्बिया	Britisk Columbia
२०००	2000
२००३	2003
२००२	2002
२००१	2001
२०१२	2012
२०११	2011
२०१०	2010
२००९	2009
कार्बन डाईऑक्साइड	Karbondioksid
२०१३	2013
२०१४	2014
२०१५	2015
२००८	2008
जावास्क्रिप्ट	JavaScript
२००४	2004
२००५	2005
ड्रैगन बॉल	Dragon Ball
२००६	2006
२००७	2007
कार्बन मोनोआक्साइड	Karbonmonoksid
लिनक्स मिण्ट	Linux Mint
वेरोना	Verona
नोटपैड++	Notepad++
१९००	1900
१९०१	1901
चार्ल्स डी गॉल	Charles de Gaulle
१९०२	1902
फ़्लोरेन्स	Firenze
१९०३	1903
१९०४	1904
१९०५	1905
१९०७	1907
१९०६	1906
ए सी एफ फिओरेंटीना	ACF Fiorentina
१९०८	1908
१९०९	1909
१९९२	1992
१९९१	1991
१९९०	1990
१९९३	1993
१९९४	1994
१९९५	1995
१९९६	1996
१९१०	1910
१९११	1911
१९१२	1912
लिपजिग	Leipzig
१९१३	1913
१९१४	1914
१९१५	1915
१९१६	1916
१९९७	1997
१९९८	1998
१९९९	1999
१९१७	1917
१९१८	1918
भोजन	Mat
साँप	Slanger
ज़्याक शिराक	Jacques Chirac
प्रकाश का वेग	Lysets hastighet
एक्स॰एम॰एल॰	XML
इरुमेशियो	Oralsex
न्यूट्रिनो	Nøytrino
वरुण के प्राकृतिक उपग्रह	Neptuns måner
सन गोकू (ड्रैगन बॉल)	Son Gokū
क्यूबेक नगर	Québec (by)
१ जनवरी	1. januar
२ जनवरी	2. januar
अरुण के प्राकृतिक उपग्रह	Uranus' måner
सुभाष चन्द्र बोस	Subhas Chandra Bose
१९२०	1920
३ जनवरी	3. januar
१९१९	1919
१९२१	1921
१९२२	1922
४ जनवरी	4. januar
१९२३	1923
१९२४	1924
क्षुद्रग्रह घेरा	Asteroidebeltet
क्यू आर पीडिया	QRpedia
जेपीईजी	JPEG
बौना ग्रह	Dvergplanet
५ जनवरी	5. januar
एरिका	Arica
६ जनवरी	6. januar
इलेक्ट्रॉन	Elektron
७ जनवरी	7. januar
८ जनवरी	8. januar
वेलीकी नोव्गोरोड	Novgorod
९ जनवरी	9. januar
१० जनवरी	10. januar
११ जनवरी	11. januar
१२ जनवरी	12. januar
बज़ एल्ड्रिन	Buzz Aldrin
१३ जनवरी	13. januar
बर्मिंघम	Birmingham
१४ जनवरी	14. januar
१५ जनवरी	15. januar
१६ जनवरी	16. januar
टॉम हैंक्स	Tom Hanks
१७ जनवरी	17. januar
१८ जनवरी	18. januar
१९ जनवरी	19. januar
२० जनवरी	20. januar
औद्योगिक क्रांति	Den industrielle revolusjon
बेंजीन	Benzen
२१ जनवरी	21. januar
२२ जनवरी	22. januar
२३ जनवरी	23. januar
रोमन साम्राज्य	Det romerske keiserriket
२४ जनवरी	24. januar
२५ जनवरी	25. januar
मिन्‍स्‍क	Minsk
२६ जनवरी	26. januar
माइक्रोसॉफ़्ट	Microsoft
२७ जनवरी	27. januar
२८ जनवरी	28. januar
२९ जनवरी	29. januar
३० जनवरी	30. januar
३१ जनवरी	31. januar
त्वेर ओब्लास्ट	Tver oblast
चक	Chuck (TV-serie)
प्रोटॉन	Proton
२ दिसम्बर	2. desember
१ दिसम्बर	1. desember
३ दिसम्बर	3. desember
७ दिसम्बर	7. desember
५ दिसम्बर	5. desember
८ दिसम्बर	8. desember
१० दिसम्बर	10. desember
६ दिसम्बर	6. desember
९ दिसम्बर	9. desember
पिंक फ़्लॉइड	Pink Floyd
४ दिसम्बर	4. desember
१ फ़रवरी	1. februar
२ फ़रवरी	2. februar
३ फ़रवरी	3. februar
कुरुफ़	Kurów
४ फ़रवरी	4. februar
५ फ़रवरी	5. februar
६ फ़रवरी	6. februar
७ फ़रवरी	7. februar
८ फ़रवरी	8. februar
९ फ़रवरी	9. februar
१० फ़रवरी	10. februar
रसायन शास्त्र	Kjemi
१४ फ़रवरी	14. februar
१३ फ़रवरी	13. februar
१५ फरवरी	15. februar
११ फ़रवरी	11. februar
१२ फ़रवरी	12. februar
रोबिन वन पेर्सिए	Robin van Persie
१९ फरवरी	19. februar
१७ फ़रवरी	17. februar
१६ फ़रवरी	16. februar
१८ फ़रवरी	18. februar
२० फ़रवरी	20. februar
विश्लेषी रसायन	Analytisk kjemi
न्यूट्रॉन	Nøytron
२१ फ़रवरी	21. februar
२२ फ़रवरी	22. februar
२३ फ़रवरी	23. februar
२४ फ़रवरी	24. februar
२५ फ़रवरी	25. februar
२६ फरवरी	26. februar
२७ फ़रवरी	27. februar
२८ फ़रवरी	28. februar
११ दिसम्बर	11. desember
२९ फ़रवरी	29. februar
१२ दिसम्बर	12. desember
सी शार्प	C Sharp
विज़ुअल बेसिक	Visual Basic
१३ दिसम्बर	13. desember
१४ दिसम्बर	14. desember
१५ दिसम्बर	15. desember
२ मार्च	2. mars
३ मार्च	3. mars
५ मार्च	5. mars
१ मार्च	1. mars
७ मार्च	7. mars
८ मार्च	8. mars
४ मार्च	4. mars
१० मार्च	10. mars
११ मार्च	11. mars
६ मार्च	6. mars
१३ मार्च	13. mars
९ मार्च	9. mars
१२ मार्च	12. mars
१५ मार्च	15. mars
१४ मार्च	14. mars
सी++	C++
हाइड्रोक्लोरिक अम्ल	Saltsyre
१६ दिसम्बर	16. desember
१७ दिसम्बर	17. desember
१६ मार्च	16. mars
१७ मार्च	17. mars
१८ मार्च	18. mars
यरोस्लाव	Jaroslavl
१९ मार्च	19. mars
१९८९	1989
१९८८	1988
२० मार्च	20. mars
१९८७	1987
१९८६	1986
१९८५	1985
१९८४	1984
२१ मार्च	21. mars
१९८३	1983
२२ मार्च	22. mars
१९८२	1982
१९८१	1981
१८ दिसम्बर	18. desember
१९८०	1980
२३ मार्च	23. mars
मोगादीशू	Mogadishu
१९ दिसम्बर	19. desember
२४ मार्च	24. mars
२५ मार्च	25. mars
२० दिसम्बर	20. desember
२६ मार्च	26. mars
२७ मार्च	27. mars
२८ मार्च	28. mars
२९ मार्च	29. mars
३० मार्च	30. mars
३१ मार्च	31. mars
एण्ड्रोमेडा गैलेक्सी	Andromedagalaksen
साना	Sanaá
१९७०	1970
१९७१	1971
१९७२	1972
१९७३	1973
१९७४	1974
१९७५	1975
१९७६	1976
१९७७	1977
१९७८	1978
१९७९	1979
१९६९	1969
तीसवर्षीय युद्ध	Tredveårskrigen
सर्पिल गैलेक्सी	Spiralgalakse
डन्डीय सर्पिल गैलेक्सी	Stavspiralgalakse
पोप बेनेडिक्ट XVI	Benedikt XVI
१५ अप्रैल	15. april
१३ अप्रैल	13. april
