Αφρική	Afrika
Καρδιά	Hjerte
Εγκέφαλος	Hjerne
Δέρμα	Hud
Χρώμα	Farge
Breaking Bad	Breaking Bad
Σαλέρνο	Salerno
Ουσιαστικό	Substantiv
Πράγα	Praha
Ρουθήνιο	Ruthenium
Ρόδιο	Rhodium
Μπλε	Blå
Παλλάδιο	Palladium
Άργυρος	Sølv
Κάδμιο	Kadmium
Σταρ Τρεκ	Star Trek
Λιμβουργία (Ολλανδία)	Limburg (Nederland)
Ίνδιο	Indium
Λιμβουργία (Βέλγιο)	Limburg (Belgia)
Κασσίτερος	Tinn (grunnstoff)
Ουράνιο	Uran
Αντιμόνιο	Antimon
Τελλούριο	Tellur
Βόρεια Βραβάντη	Noord-Brabant
Πλουτώνιο	Plutonium
Ιώδιο	Jod
Ποσειδώνιο	Neptunium
Ξένο	Xenon
Άνιμε	Anime
Καίσιο	Cesium
Πρωτακτίνιο	Protactinium
Ηλεκτρικό φορτίο	Elektrisk ladning
Βάριο	Barium
Δυτική Φλάνδρα	Vest-Flandern
Ανατολική Φλάνδρα	Øst-Flandern
Θόριο	Thorium
Αμβέρσα (επαρχία)	Antwerpen (provins)
Φλαμανδική Βραβάντη	Flamsk Brabant
Άφνιο	Hafnium
Ακτίνιο (στοιχείο)	Actinium
Βαλλωνική Βραβάντη	Vallonsk Brabant
Ταντάλιο	Tantal
Μπιλ Κλίντον	Bill Clinton
Ναμύρ (επαρχία)	Namur
Λουξεμβούργο (Βελγική επαρχία)	Luxembourg (belgisk provins)
Λιέγη (επαρχία)	Liège (provins)
Ράδιο	Radium
Αινώ	Hainaut
Ραδόνιο	Radon
Λωρραίνη (περιοχή)	Lorraine
Αλσατία	Alsace
Ζαν Φιλίπ Ραμώ	Jean-Philippe Rameau
Ίντιρα Γκάντι	Indira Gandhi
Εκτόρ Μπερλιόζ	Hector Berlioz
Μουμπάι	Mumbai
Παγκόσμια Ομοσπονδία Κλασικού Αθλητισμού	IAAF
Άντρα Πραντές	Andhra Pradesh
Λιμβουργία (αποσαφήνιση)	Limburg
Αρουνάτσαλ Πραντές	Arunachal Pradesh
Ασσάμ	Assam
Μπιχάρ	Bihar
Μίσιγκαν	Michigan
Τσατίσγκαρ	Chhattisgarh
Λίμνη Μίσιγκαν	Michigansjøen
Γκόα	Goa
Βουργουνδία	Bourgogne
Χαρυάνα	Haryana
Χιμάτσαλ Πραντές	Himachal Pradesh
Μωρίς Ραβέλ	Maurice Ravel
Ακουιτανία	Aquitaine
Γιαμού και Κασμίρ	Jammu og Kashmir
Πουέρτο Ρίκο	Puerto Rico
Τζαρκάντ	Jharkhand
Καρνάτακα	Karnataka
Κεράλα	Kerala
Μάντια Πραντές	Madhya Pradesh
Γιουσέιν Μπολτ	Usain Bolt
Μαχαράστρα	Maharashtra
Ζαν Μπατίστ Λυλί	Jean-Baptiste Lully
Μανιπούρ	Manipur
Σλέσβιχ-Χόλσταϊν	Schleswig-Holstein
Μεγκαλάγια	Meghalaya
Μεκλεμβούργο-Δυτική Πομερανία	Mecklenburg-Vorpommern
Κάτω Σαξωνία	Niedersachsen
Βόρεια Ρηνανία-Βεστφαλία	Nordrhein-Westfalen
Έσση	Hessen
Ρηνανία-Παλατινάτο	Rheinland-Pfalz
Σάαρλαντ	Saarland
Σαξονία	Sachsen
Τζον Λένον	John Lennon
Ιλινόι	Illinois
Θουριγγία	Thüringen
Σαξωνία-Άνχαλτ	Sachsen-Anhalt
Βόρεια Ντακότα	Nord-Dakota
Βραδεμβούργο	Brandenburg
Βρέμη (ομόσπονδο κρατίδιο)	Bremen
Λομβαρδία	Lombardia
Νότια Ντακότα	Sør-Dakota
Μοντάνα	Montana
Ουαϊόμινγκ	Wyoming
Πεδεμόντιο	Piemonte
Ιερουσαλήμ	Jerusalem
Τζόρτζιο Ναπολιτάνο	Giorgio Napolitano
Αϊντάχο	Idaho
Κοιλάδα της Αόστα	Aostadalen
Ουάσινγκτον (πολιτεία)	Washington
Κάρλο Ατσέλιο Τσιάμπι	Carlo Azeglio Ciampi
Μπρους Σπρίνγκστιν	Bruce Springsteen
Ραδερφόρντιο	Rutherfordium
Νεβάδα	Nevada
Ντον	Don
Φραντσέσκο Κοσίγκα	Francesco Cossiga
Ντούμπνιο	Dubnium
Σιμπόργκιο	Seaborgium
Τζοβάνι Λεόνε	Giovanni Leone
Τρεντίνο-Άλτο Άντιτζε	Trentino-Syd-Tirol
Τζιουζέπε Σάραγκατ	Giuseppe Saragat
Ινδικός Ωκεανός	Indiahavet
Βένετο	Veneto
Κόσοβο	Kosovo
Καραϊβική Θάλασσα	Det karibiske hav
Μπόριο	Bohrium
Φρίουλι-Βενέτσια Τζούλια	Friuli-Venezia Giulia
Χάσιο	Hassium
Μπαν Κι-μουν	Ban Ki-moon
Κόφι Ανάν	Kofi Annan
Λιγουρία	Liguria
Μπούτρος Μπούτρος - Γκάλι	Boutros Boutros-Ghali
Μαϊτνέριο	Meitnerium
Κουρτ Βαλντχάιμ	Kurt Waldheim
Κολοράντο	Colorado
Εμίλια-Ρομάνια	Emilia-Romagna
Ου Θαντ	U Thant
Ποταμός Κολοράντο	Colorado (elv)
Νταρμστάντιο	Darmstadtium
Νταγκ Χάμαρσκελντ	Dag Hammarskjöld
Φρεντερίκ Σοπέν	Frédéric Chopin
Ρεντγκένιο	Røntgenium
Τοσκάνη	Toscana
Λέοναρντ Κόεν	Leonard Cohen
Κοπερνίκιο	Copernicium
Μάρκε	Marche
Ούμπρια	Umbria
Λάτιο	Latium
Δολομίτες	Dolomittene
Αμπρούτσο	Abruzzo
Απέννινα όρη	Appenninene
Άλπεις	Alpene
Γιανσενισμός	Jansenismen
Καρπάθια Όρη	Karpatene
Γκρενόμπλ	Grenoble
Μπλεζ Πασκάλ	Blaise Pascal
Φλαμανδικό Κοινοβούλιο	Det flamske parlamentet
Ντάμα (παιχνίδι)	Dam (spill)
Ντόρτμουντ	Dortmund
Γάνδη	Gent
Σικάγο	Chicago
The Beatles	The Beatles
Ουνούντριο	Ununtrium
Φλερόβιο	Flerovium
Ουνουνπέντιο	Ununpentium
Λιβερμόριο	Livermorium
Ουνουνσέπτιο	Ununseptium
Ουνουνόκτιο	Ununoctium
Κόμο	Como
Μάαστριχτ	Maastricht
Άρνεμ	Arnhem
Χειμώνας	Vinter
Άνοιξη	Vår
Καλοκαίρι	Sommer
Φθινόπωρο	Høst
Ισημερία	Jevndøgn
Σαντάμ Χουσεΐν	Saddam Hussein
Οσάμα μπιν Λάντεν	Osama bin Laden
Ισπανική γλώσσα	Spansk
Φρίντριχ Χάγιεκ	Friedrich Hayek
Μοντεβιδέο	Montevideo
Γιόχαν Σεμπάστιαν Μπαχ	Johann Sebastian Bach
Αντόνιο Βιβάλντι	Antonio Vivaldi
Τολιάττι	Toljatti
Πίτσμπεργκ	Pittsburgh
Όπερα	Opera
Φιλαδέλφεια (Πενσυλβάνια)	Philadelphia
Καλκούτα	Kolkata
Opel Astra	Opel Astra
Τσεννάι	Chennai
Δελχί	Delhi
Ντάκα	Dhaka
Μπανγκαλόρ	Bangalore
Δυτική Βεγγάλη	Vest-Bengal
Αράχνη	Edderkopper
Αραχνίδια	Edderkoppdyr
Αρθρόποδα	Leddyr
Χαϊντεραμπάντ (Ινδία)	Hyderabad
Ισλαμαμπάντ	Islamabad
Τρίπουρα	Tripura
Καρπός	Frukt
Μαϊμού	Apekatter
Χρήμα	Penger
Βιρτζίνια	Virginia
Δυτική Βιρτζίνια	Vest-Virginia
Μάττερχορν	Matterhorn
Λίμνη Χιούρον	Huronsjøen
Νέα Υόρκη (πολιτεία)	New York (delstat)
Δημήτριο	Cerium
Πρασεοδύμιο	Praseodym
Ρόουντ Άιλαντ	Rhode Island
Νεοδύμιο	Neodym
Έντομα	Insekter
Μέριλαντ	Maryland
Ντέλαγουερ	Delaware
Βλαντιμίρ Λένιν	Vladimir Lenin
Ευρώπιο	Europium
Οχάιο	Ohio
Βιργίλιος	Vergil
Νικολό Μακιαβέλι	Niccolò Machiavelli
Πενσυλβάνια	Pennsylvania
Πετράρχης	Francesco Petrarca
Βοκάκιος	Giovanni Boccaccio
Λουίτζι Πιραντέλλο	Luigi Pirandello
Οκταβιανός Αύγουστος	Augustus
Microsoft Windows	Microsoft Windows
Τιβέριος Καίσαρας Αύγουστος	Tiberius
Νιου Τζέρσεϊ	New Jersey
Γάιος Καλιγούλας	Caligula
Γιβραλτάρ	Gibraltar
Κλαύδιος	Claudius
Φινλανδική γλώσσα	Finsk
Νέρων	Nero
Γάλβας	Galba
Ιντιάνα	Indiana
Μάρκος Σάλβιος Όθων	Otho
Βιτέλλιος	Vitellius
Nokia	Nokia (selskap)
Βεσπασιανός	Vespasian
Αυτοκίνητο	Bil
Τίτος	Titus
Γιουβέντους	Juventus
Δομιτιανός	Domitian
Νέρβας	Nerva
Τραϊανός	Trajan
Ρότζερ Φέντερερ	Roger Federer
Αδριανός	Hadrian
Τζόρτζια	Georgia (USA)
Αντωνίνος Πίος	Antoninus Pius
Μάρκος Αυρήλιος	Marcus Aurelius
KDE	KDE Software Compilation
Λούκιος Βήρος	Lucius Verus
Κόμμοδος	Commodus
Ζάγκρεμπ	Zagreb
Πέρτιναξ	Pertinax
Ρατζαστάν	Rajasthan
Καμπανία (Ιταλία)	Campania
Τέξας	Texas
Δίδιος Ιουλιανός	Didius Julianus
Σεπτίμιος Σεβήρος	Septimius Severus
Μολίζε	Molise
Ταμίλ Ναντού	Tamil Nadu
Καρακάλλας	Caracalla
Απουλία	Puglia
Γένοβα	Genova
Πινατούμπο	Pinatubo
Μπαζιλικάτα	Basilicata
Βόρεια Καρολίνα	Nord-Carolina
Χόκεϊ επί χόρτου	Landhockey
Νότια Καρολίνα	Sør-Carolina
ΟΚ Σαμπντόρια	UC Sampdoria
Καλαβρία	Calabria
Σικελία	Sicilia
Μανίλα	Manila
Σαρδηνία	Sardinia
Φερδινάντο Μάρκος	Ferdinand E. Marcos
Μπενίνιο Ακίνο ο Τρίτος	Benigno Aquino III
Λίγηρας	Loire
Μαουρίτς Κορνέλις Έσερ	Maurits Cornelis Escher
Σηκουάνας	Seine
Νόσος του Crohn	Crohns sykdom
Ελκώδης κολίτιδα	Ulcerøs kolitt
Μπορντό	Bordeaux
Κορασόν Ακίνο	Corazón Aquino
Μαγιόν	Mayon
Συστηματικός ερυθηματώδης λύκος	Systemisk lupus erythematosus
Μπουένος Άιρες	Buenos Aires
Χάκερ	Datasnok
Ρομπέρ Μπραζιγιάκ	Robert Brasillach
Πόλη του Μεξικού	Mexico by
Τόκιο	Tokyo
Λα Πας	La Paz
Βαρκελώνη	Barcelona
Μισισίπι	Mississippi
Φερδινάνδος Μαγγελάνος	Ferdinand Magellan
Ποταμός Μισσισσιππής	Mississippi (elv)
Ούταρ Πραντές	Uttar Pradesh
Ουταράχαντ	Uttarakhand
Μιζόραμ	Mizoram
Σικκίμ	Sikkim
Παταγονία	Patagonia
Τενεσί	Tennessee
Ρίχαρντ Βάγκνερ	Richard Wagner
Ρόμπερτ Λούις Στίβενσον	Robert Louis Stevenson
Ναγκπούρ	Nagpur
Τζάνις Τζόπλιν	Janis Joplin
Αμπιτζάν	Abidjan
Άμπου Ντάμπι	Abu Dhabi (by)
Αστανά	Astana
Νέο Μεξικό	New Mexico
Ραμσής Β΄	Ramses II
Αθήνα	Athen
Μινεσότα	Minnesota
Βαγδάτη	Bagdad
Καράκας	Caracas
Συγχρονισμένος Παγκόσμιος Χρόνος	UTC
Ουισκόνσιν	Wisconsin
Πούνε	Pune
Μάρκος Τύλλιος Κικέρων	Marcus Tullius Cicero
ΑΚ Μίλαν	AC Milan
Αϊόβα	Iowa
Νεμπράσκα	Nebraska
Πόλη της Γουατεμάλας	Guatemala by
Συμεών	Simeon
Κάνσας	Kansas
Αβάνα	Havanna
Καπνός (φυτό)	Tobakk
Χίντι	Hindi
Μαράτι (γλώσσα)	Marathi
Internet Explorer	Internet Explorer
Τσιγάρο	Sigarett
Γκανέσα	Ganesha
Μιζούρι (πολιτεία)	Missouri
Γκέοργκ Ωμ	Georg Simon Ohm
Λουιζιάνα	Louisiana
Λουίτζι Γκαλβάνι	Luigi Galvani
Ναγκαλάντ	Nagaland
Κεντάκι	Kentucky
Αρκάνσας	Arkansas
Νηλ Άρμστρονγκ	Neil Armstrong
Ούρντου γλώσσα	Urdu
Τσαρλς Λίντμπεργκ	Charles Lindbergh
Εντίθ Πιάφ	Édith Piaf
Όσιγιεκ	Osijek
Έλβας	Elben
Ριέκα	Rijeka
Οκλαχόμα	Oklahoma
Γιόχαν Μπλέικ	Yohan Blake
Τζάστιν Γκάτλιν	Justin Gatlin
Δούναβης	Donau
Κιράνι Τζέιμς	Kirani James
Πεένε	Peene
Σπλιτ	Split
Ρουρ	Ruhr
Ζακ Μπρελ	Jacques Brel
Μοζέλλας (ποταμός)	Mosel
Μάιν	Main
Μοχάμεντ Μο Φάρα	Mohammed Farah
Νέκαρ	Neckar
Άαρ	Aare
Χάβελ	Havel
Σπρέε	Spree
Φέλιξ Σάντσες	Félix Sánchez
Βόρεια Θάλασσα	Nordsjøen
Περιφέρεια Μόσχας	Moskva oblast
Κίελο	Kiel
Σβερίν	Schwerin
Πότσδαμ	Potsdam
Αννόβερο	Hannover
Ντίσελντορφ	Düsseldorf
Μάιντς	Mainz
Βίζμπαντεν	Wiesbaden
Ντουμπρόβνικ	Dubrovnik
Σααρμπρύκεν	Saarbrücken
Μόναχο	München
Περιφέρεια Σαμάρα	Samara oblast
Έρφουρτ	Erfurt
Δρέσδη	Dresden
Μαγδεβούργο	Magdeburg
Πετοσφαίριση	Volleyball
Ίνσμπρουκ	Innsbruck
Μπρέγκεντζ	Bregenz
Μουτάζ Εσά Μπαρσίμ	Mutaz Essa Barshim
Uchiha Sasuke	Sasuke Uchiha
Βιέννη	Wien
Ρενό Λαβιλενί	Renaud Lavillenie
Μαντόνα	Madonna (artist)
Κοπεγχάγη	København
Περιφέρεια Καλίνινγκραντ	Kaliningrad oblast
Μακρίνος	Macrinus
Στοκχόλμη	Stockholm
Ελσίνκι	Helsingfors
Περιφέρεια Μούρμανσκ	Murmansk oblast
Δουβλίνο	Dublin
Ηλιογάβαλος	Heliogabalus
Μούρμανσκ	Murmansk
Ρέικιαβικ	Reykjavík
Ρόμπερτ Χάρτινγκ	Robert Harting
Έλλα Φιτζέραλντ	Ella Fitzgerald
Αλέξανδρος Σεβήρος	Alexander Severus
Ταλίν	Tallinn
Ρίγα	Riga
Ζανζιβάρη	Zanzibar
Μαξιμίνος Θραξ	Maximinus Thrax
Λούις Άρμστρονγκ	Louis Armstrong
Μπρατισλάβα	Bratislava
Βουδαπέστη	Budapest
Γορδιανός Α΄	Gordian I
Κόζι Μουροφούσι	Koji Murofushi
Σαρλ Αζναβούρ	Charles Aznavour
Άστον Ήτον	Ashton Eaton
Γκντανσκ	Gdańsk
Φραγκφούρτη	Frankfurt am Main
Πουπιένος	Pupienus
Βρότσλαβ	Wrocław
Κοτσί	Kochi (India)
Λανθάνιο	Lantan
Γορδιανός Β΄	Gordian II
Βαλβίνος	Balbinus
Προμήθειο	Promethium
Αστρονομική μονάδα	Astronomisk enhet
Γορδιανός Γ΄	Gordian III
Σαιν-Τροπέ	Saint-Tropez
Φίλιππος ο Άραβας	Filip Araberen
Σαμάριο	Samarium
Καλίνινγκραντ	Kaliningrad
Δέκιος	Decius
Γαδολίνιο	Gadolinium
Death Note	Death Note
Ζινεντίν Ζιντάν	Zinedine Zidane
Τέρβιο	Terbium
Λουξεμβούργο (πόλη)	Luxembourg (by)
Δυσπρόσιο	Dysprosium
Βαντούζ	Vaduz
Αγία Γραφή	Bibelen
Όλμιο	Holmium
Άγιος Μαρίνος (πόλη)	San Marino by
Έρβιο	Erbium
Πνομ Πεν	Phnom Penh
Αρχάγγελσκ	Arkhangelsk
Αστρονομία ακτίνων Χ	Røntgenastronomi
Θούλιο	Thulium
Χο Τσι Μιν (πόλη)	Ho Chi Minh-byen
Υττέρβιο	Ytterbium
Λουτήτιο	Lutetium
Ανόι	Hanoi
Αγγλική γλώσσα	Engelsk
Μπανγκόκ	Bangkok
Ανδόρρα λα Βέλια	Andorra la Vella
Κουάλα Λουμπούρ	Kuala Lumpur
Ταϊπέι	Taipei
Αμερίκιο	Americium
Οδησσός	Odessa
Περιφέρεια Αρχάγγελσκ	Arkhangelsk oblast
Κιούριο	Curium
Ντονγκ Χόι	Dong Hoi
Κονσεπσιόν	Concepción
Μπερκέλιο	Berkelium
Αταλάντα ΜΚ	Atalanta BC
Καλιφόρνιο	Californium
Διπλωματικές σχέσεις	Diplomati
Μπολόνια	Bologna
Αϊνσταΐνιο	Einsteinium
Μπολόνια ΦΚ 1909	Bologna FC 1909
Πετροζαβόντσκ	Petrozavodsk
Φέρμιο	Fermium
Κάλιαρι	Cagliari
Μεντελέβιο	Mendelevium
Κίεβο	Kiev
Κάλιαρι Κάλτσιο	Cagliari Calcio
Νομπέλιο	Nobelium
Κατάνια	Catania
Οντάριο	Ontario
Λωρένσιο	Lawrencium
Ουγκό Λορίς	Hugo Lloris
Ματιέ Ντεμπυσί	Mathieu Debuchy
Γιοάν Καμπάιγ	Yohan Cabaye
Ολιβιέ Ζιρού	Olivier Giroud
Καρίμ Μπενζεμά	Karim Benzema
Δημοκρατία της Καρελίας	Karelia
Λοράν Κοσιελνί	Laurent Koscielny
Πατρίς Εβρά	Patrice Evra
Φρανκ Ριμπερί	Franck Ribéry
Ματιέ Βαλμπουενά	Mathieu Valbuena
Σαμίρ Νασρί	Samir Nasri
Ζερεμί Μενέζ	Jérémy Ménez
Στεβ Μανταντά	Steve Mandanda
Χατέμ Μπεν Αρφά	Hatem Ben Arfa
Οττάβα	Ottawa
Σίντνεϊ Γκοβού	Sidney Govou
Ερίκ Αμπιντάλ	Éric Abidal
Τζιμπρίλ Σισέ	Djibril Cissé
Νικολά Ανελκά	Nicolas Anelka
Αντρέ-Πιερ Ζινιάκ	André-Pierre Gignac
Δορυφόροι του Δία	Jupiters måner
Τζούμπα	Juba
Μανιτόμπα	Manitoba
Αλμπέρτα	Alberta
Νέα Σκωτία	Nova Scotia
Γερεβάν	Jerevan
Κονσκοβόλα	Końskowola
Νταρ ες Σαλάμ	Dar-es-Salaam
Χαρτούμ	Khartoum
Νιου Μπράνσγουικ	New Brunswick
Φόρμουλα 1	Formel 1
Δορυφόροι του Κρόνου	Saturns måner
Βρετανική Κολομβία	Britisk Columbia
Νήσος του Πρίγκηπα Εδουάρδου	Prince Edward Island
Σταντ ντε Ζερλάν	Stade de Gerland
2000	2000
2003	2003
2002	2002
2001	2001
Σασκάτσουαν	Saskatchewan
2012	2012
Κισιμότο Μασάσι	Masashi Kishimoto
2011	2011
2010	2010
2009	2009
Διοξείδιο του άνθρακα	Karbondioksid
2013	2013
2014	2014
2015	2015
Νέα Γη και Λαμπραντόρ	Newfoundland og Labrador
2008	2008
JavaScript	JavaScript
Βορειοδυτικά Εδάφη	Nordvestterritoriene
Γιούκον	Yukon
2004	2004
Περιφέρεια Βόλογκντα	Vologda oblast
Κάλτσιο Κατάνια	Calcio Catania
2005	2005
Dragon Ball	Dragon Ball
2006	2006
Τσέζαρε Παβέζε	Cesare Pavese
Νούναβουτ	Nunavut
2007	2007
Μονοξείδιο του άνθρακα	Karbonmonoksid
Linux Mint	Linux Mint
Βερόνα	Verona
Ικαλούιτ	Iqaluit
1900	1900
1901	1901
Κιέβο Βερόνα	AC ChievoVerona
Φρανσουά Μιτεράν	François Mitterrand
Τίτος Λίβιος	Titus Livius
Σαρλ ντε Γκωλ	Charles de Gaulle
1902	1902
Φλωρεντία	Firenze
1903	1903
1904	1904
1905	1905
1907	1907
1906	1906
Φιορεντίνα	ACF Fiorentina
Σενέκας ο Νεότερος	Seneca den yngre
1908	1908
1909	1909
Γουάιτχορς	Whitehorse
1992	1992
Γέλοουναϊφ	Yellowknife
1991	1991
1990	1990
1993	1993
Έσσεν	Essen
1994	1994
1995	1995
Χουάν Μανουέλ Φάντζιο	Juan Manuel Fangio
1996	1996
Δημοκρατία των Κόμι	Komi
Τζένοα	Genoa CFC
1910	1910
1911	1911
1912	1912
Λειψία	Leipzig
1913	1913
Άγιος Ιωάννης Νέας Γης	St. John's (Newfoundland og Labrador)
1914	1914
1915	1915
Αλμπέρτο Ασκάρι	Alberto Ascari
1916	1916
1997	1997
1998	1998
Νυρεμβέργη	Nürnberg
1999	1999
1917	1917
1918	1918
Τροφή	Mat
Έντμοντον	Edmonton
Μαρτιάλης	Marcus Valerius Martialis
Ντούισμπουργκ	Duisburg
Φίδι	Slanger
Μπόχουμ	Bochum
Ζακ Σιράκ	Jacques Chirac
Βούπερταλ	Wuppertal
Ταχύτητα του φωτός	Lysets hastighet
Μπίλεφελντ	Bielefeld
XML	XML
Μάνχαϊμ	Mannheim
Στοματικό σεξ	Oralsex
Ρεγγίνα, Σασκάτσουαν	Regina (Saskatchewan)
Βαλερί Ζισκάρ ντ'Εσταίν	Valéry Giscard d'Estaing
Νετρίνο	Nøytrino
Σάρλοτταουν	Charlottetown
Βικτώρια Βρετανικής Κολομβίας	Victoria (Britisk Columbia)
